Beam_Length_mm,Beam_Width_mm,Beam_Height_mm,Concrete_Grade_MPa,Longitudinal_Reinforcement_Ratio_percent,Stirrup_Spacing_mm,Stirrup_Diameter_mm,Steel_Yield_Strength_MPa,Concrete_Compressive_Strength_MPa,Bearing_Capacity_kN
3815.148455142624,320.814849394998,468.3587333985122,30,1.9411585115232264,100,8,500,30,4187.057022942291
3013.122623073861,314.02413946852386,503.29259018577926,30,1.8492789764760629,150,12,500,30,4206.428494139176
3731.885957008019,223.08498570406604,567.200273954455,25,1.9182247324200852,150,12,450,25,3496.4367683376227
2665.94760543281,222.3874204612211,515.4753941179822,30,1.8238769070668412,150,8,450,30,3550.745598868711
3769.678437601777,240.22615516173695,458.5122171195452,40,1.409543193513789,150,12,500,40,3613.641720133015
2691.232993497973,254.1612089511556,554.8569634175913,35,1.3667612460166378,150,10,550,35,3848.219442385707
3095.930935840551,261.2683372112724,576.395534393283,30,1.2055895253048718,200,12,500,30,3476.6375898565225
2724.8761410231605,208.5020648248753,482.9832443881979,40,1.9247190378118664,200,10,550,40,3914.754799544217
3580.0548048191117,304.5745538206971,517.1366737784963,40,2.309553402289205,200,8,500,40,5443.814751232835
3461.721449327946,229.0153014434724,565.6926943648064,40,2.1140962956449787,150,10,550,40,4722.620799740943
3314.0866650213943,238.97422069104493,553.1034144059752,40,1.6102961613089497,150,10,450,40,4242.85277262371
2877.6985883604293,332.91291632202746,563.3489333842354,25,1.3929633464177762,150,8,450,25,3730.643131897127
3018.543990255879,334.3534916399925,578.5851106666208,35,2.469176144669236,100,10,450,35,5889.895905583632
3862.6758420004426,234.49906309448608,575.9882662974724,40,1.4526688347044148,200,12,450,40,4131.214963678657
3101.27712514546,236.0797377770223,488.0845033638757,35,2.1383979229220222,100,12,550,35,4143.3884044786655
2730.0271046741204,300.96381963668256,530.0933031830507,25,1.27893016808654,200,12,500,25,3271.482384040151
3379.344748025196,323.6525670874024,461.1199944944478,25,1.166578666567164,200,12,500,25,3048.430170682763
2527.165275731261,310.6926421096388,517.4883727148045,25,2.2300890486193805,100,8,450,25,4252.730545372332
3898.1774237254185,300.6906237843699,551.4727922992136,40,1.114929720894473,150,12,550,40,4444.89782959582
3560.8579514700978,223.4302261895899,471.2146849290259,25,2.1399957374964527,200,10,450,25,3452.729032936289
3410.072569574284,319.072715586206,590.9790030182971,30,1.8924525360122053,200,10,550,30,4723.3905268521
3136.196006953579,298.91344431229965,510.3949203108485,30,2.460910875359886,100,10,550,30,4748.31757138425
3901.550522153522,329.9152318066752,457.5439771110783,30,2.3847158315752868,200,8,550,30,4643.191916393045
3888.352769360165,243.4159282429232,568.7521749359926,35,1.4040353772707412,150,12,550,35,3811.4861256272816
3977.261798443502,261.67857138042365,539.5961928974795,25,1.6952672205378263,100,12,550,25,3452.5330723623424
3758.347129668901,264.1229681135402,501.5034579840203,35,1.9200856420954076,200,10,450,35,4245.397152781217
2686.9940218049,249.54270012531265,492.578126956626,35,1.4087967535603103,150,12,550,35,3576.2786301748924
3278.257085689108,230.22925670094693,505.63734905327846,30,1.171075446558098,100,10,450,30,2920.142137907242
3098.5040558051955,303.3631480622345,476.0175199371061,25,2.1442832168445576,100,10,550,25,3944.8604255395576
2582.142458233047,323.49098190200453,486.2204215073484,35,1.911956751397244,100,12,450,35,4673.753777414626
3704.280172897017,316.9275052136095,587.1062888853733,35,2.2783547874638663,150,12,500,35,5522.110777024792
2506.948034506904,202.4300596009201,560.6160267088937,35,1.9020514404851,100,12,500,35,3902.1821133760136
3000.2487575367163,322.75706371693025,530.5933769081996,35,2.4412833651771697,100,12,550,35,5396.76318399311
3879.783424619141,348.79441208579647,473.1953364662389,30,1.7106750434617335,100,10,550,30,4183.612818814699
3020.429802844342,231.54778344286905,594.5663658823685,25,1.0423970515749663,150,12,500,25,2754.738139317652
3178.3269113347105,237.953951138038,471.8669588659935,40,1.194104500897852,150,8,500,40,3456.65986234904
3178.65927419904,215.4263888236215,509.8466053635245,35,1.6443236852810132,150,10,500,35,3566.1249838396147
2764.580479759335,346.87273326509234,457.57910701059774,25,1.2070414134068452,100,12,550,25,3191.872117451388
3128.388174256822,327.03308366434294,571.937881167922,40,1.8942070925448025,150,12,500,40,5608.144721848538
3043.590848674949,301.47256242809067,578.4318735016147,30,1.020489825152938,200,12,550,30,3635.924290355876
3370.882525417065,289.1362740962896,558.2485346382501,25,1.116471873029936,200,8,550,25,3140.917478126449
2519.6416848825006,302.37986893065823,547.3226636692762,35,1.230961526748526,200,10,450,35,4123.005795100772
2767.053950304627,264.3593553953999,591.7163875733484,40,1.9422739067655328,150,8,450,40,5046.699008455707
3941.605476204183,241.388404157082,481.6487356474473,35,1.8208561418189253,150,10,550,35,3859.686565879676
3995.3113777689214,234.999923397399,597.3373785105098,30,2.291282542065173,200,10,500,30,4388.20259385914
3393.0775259800657,312.0617400693544,513.7267807869648,30,1.8301000402501224,150,10,550,30,4217.054111340821
2600.6147160826413,232.80708333598088,460.6839819266146,30,1.5434394974747292,100,12,550,30,3167.4296975266184
3624.940705598767,208.99149512919624,587.2290545471787,40,1.5475769163127082,200,12,500,40,3993.980645501965
3847.0814341610703,290.8995450906538,483.0217059845028,25,1.0588653640608197,150,10,450,25,2810.529587899129
2807.7094607230106,327.4169609338603,470.5890521456882,40,2.481973966630392,150,10,450,40,5550.925304986138
2786.0315809955,206.74952318531365,525.7166110125254,40,1.9965631162773436,200,10,450,40,4203.3357770787015
2598.5629591425286,339.32893247683484,534.5376887104225,40,1.7271670901356706,200,10,450,40,5369.349902230363
3179.9332521220413,269.80054009092294,493.3729409727442,35,1.4168830161540389,150,12,450,35,3730.4225595402872
3161.144120407342,212.23980800072576,565.4062375209946,25,1.8249826237989293,200,12,450,25,3295.735700364884
3101.144591312989,238.7887386702176,585.5463636224097,40,1.620124862760863,100,10,500,40,4430.427862404242
3339.460496962327,204.1778361231612,479.6232437355601,40,1.1090232337612165,100,8,550,40,3072.5944162252986
3059.9639744196293,244.3898044154924,513.5589449863295,40,1.6506766033110591,200,8,450,40,4138.489418089064
2906.117009715331,299.5736712279088,483.40423282730274,30,1.8899066394819888,100,8,450,30,4070.6346965720472
3465.999314858524,344.79540854456,586.0103195702319,40,1.3500931775926102,150,12,500,40,5385.260692341387
2538.0795334905174,333.5576481282899,523.4658355820986,40,1.8831917937703444,200,10,450,40,5353.25151781075
2734.2288960492856,286.5321801966813,472.33068686878033,35,1.4667886665315648,150,8,500,35,3815.9792135745943
3573.958343271096,284.58793501334355,478.1440539810529,30,1.674519776327736,100,10,550,30,3732.9459129886313
2540.643988755225,210.4091128856275,463.7376942104999,30,1.242424091095446,150,12,550,30,2722.671070606218
2832.958242899424,213.4815277604241,467.6962492531768,40,1.4392534336903906,200,10,450,40,3489.4371032576123
2846.612194882107,290.1368008488629,526.6606304372335,35,2.019262034104833,100,10,550,35,4692.968371350465
3507.839115398093,251.1437857153337,585.1599997965285,25,1.473233809723336,200,12,450,25,3281.884534977508
3699.874128059784,221.49221880539616,474.0737813751599,25,2.1440292556819127,100,10,500,25,3478.309779560208
2767.8169930815,307.2078250253054,486.11533303729215,40,1.1025275722758494,100,8,450,40,4076.3755913495656
2857.27417157009,278.820546103384,540.1161515690167,40,2.3473352782482437,100,10,450,40,5374.7451671585
2649.1620891390176,304.67491782577554,596.2322771103729,40,1.872008825398448,100,12,550,40,5514.740540551281
2864.758286499181,335.0396166803106,586.4436792521152,30,1.5277403456302172,150,10,550,30,4490.681835823542
3783.5447021594287,301.4541601809086,568.8408099751902,40,1.925328674891224,200,10,450,40,5362.6892268537
3745.329796850488,301.94497735927155,526.1234091029212,25,1.7635032753051072,150,12,500,25,3743.15206604013
3095.775294427682,341.888696604813,463.4616409517279,40,2.4873966632949776,150,8,450,40,5684.311220899082
3502.127704855969,244.3736146244804,485.1527485811823,40,2.474823979980618,100,10,450,40,4815.468703302251
2807.4764431237318,200.1668141294281,562.4000437456145,25,1.9525368492124144,150,12,500,25,3329.2454386147942
2939.72159539152,240.7931839097298,470.0337349095933,30,1.6643057591588355,100,12,450,30,3347.726582438472
2519.502885266104,299.27518776709974,473.3118732564965,35,2.023718599355293,200,12,550,35,4472.071627894022
2628.2627962817023,295.0567399648294,494.7824510087623,25,1.152361816353072,100,8,500,25,2943.092056832567
2539.7983058107297,202.43651648141807,575.2269325667477,40,1.1129083615054058,100,8,450,40,3438.5070622003827
2772.153152634696,309.31670816759714,518.5467372074035,40,1.1100411392753793,200,12,500,40,4313.091153458145
3374.562341454538,248.5295618728237,508.3172293343722,40,1.2937588628413506,200,12,550,40,3821.521962734394
3839.007566615463,283.486764275323,501.043484543148,40,2.177161481744184,100,8,550,40,5020.27143233267
2889.135150146939,214.16283464907212,481.8277239105984,40,1.1235294855051372,100,10,550,40,3199.300569767643
3069.5386122509003,324.7277499668335,450.69638351162376,30,1.8254432847746944,200,12,500,30,4019.460309823421
3385.442413772212,337.7596313122337,497.2025675390558,40,1.4069028797247651,200,10,500,40,4798.644368364325
3436.223361773701,215.5151172290725,457.7457657118146,25,2.4657816086986277,200,8,500,25,3719.07374308722
3328.0707712779704,309.3408800157736,596.7750214810292,25,1.31818809808291,200,10,450,25,3611.357628405721
3154.1897937029757,316.9731326015102,490.2875531087936,35,1.7096418071490622,150,10,550,35,4392.745604828643
2941.6986393128764,217.73279334366327,521.8592152352169,40,2.4529207230188943,200,12,550,40,4741.327388714408
2710.1697636496788,253.48942639793088,593.9677156958842,30,1.5005722727136894,200,10,500,30,3792.9638437444096
3231.1467973742706,201.9346204684288,455.9520462933936,35,1.154249224096236,100,12,550,35,2745.5587057544262
3841.828340341137,281.04491101422497,512.4659804256437,40,1.0794593590691512,200,8,450,40,3944.235864547824
3137.82025670385,343.6447469408882,552.5647826293217,35,2.3908973053104794,150,12,550,35,5710.037840955763
2533.703962480176,284.8617425919934,484.14454750715504,40,1.1358780363191523,100,10,500,40,3911.847218043448
2886.8315281498035,256.9968618448092,573.7584647133592,35,1.3141297252004214,200,8,450,35,3897.080329307465
2709.034111109236,291.07029213253657,521.5060559839727,25,2.4551149283650013,100,8,550,25,4371.801650206198
3288.535273454029,214.24479128425648,522.653828096659,40,2.1642091055372834,100,8,450,40,4396.78135496344
2757.518928772455,247.2377666883344,493.1019314919413,30,1.802610624668822,200,12,500,30,3643.194541863686
2908.4609897790533,214.49672514316285,451.1298811145588,25,2.1962334665695256,200,8,550,25,3393.940935163296
2676.6266243352115,266.6155335359928,517.4028141343795,35,1.841665163152601,150,10,550,35,4286.771393829528
3364.7747132713803,279.7807649757525,592.6670069484676,25,1.80026287920177,150,8,550,25,3877.678687563041
3331.2670037736902,349.3353350736032,499.2791550038759,25,2.4725908260724885,150,12,450,25,4665.597760066994
3477.1305825277964,287.4071674017022,456.046263936494,30,1.6165638481313958,200,8,450,30,3587.7251404053773
3744.612705560802,321.87107315662576,461.67218043616623,30,2.1450860176620394,100,10,450,30,4383.792893022183
2516.493742987721,245.8615936170937,556.2837189153547,35,2.1652470541724327,100,10,550,35,4553.475552985436
2705.328445103211,260.405558149184,471.3139010368103,25,1.5571253679898482,200,10,450,25,3060.235512273974
3850.0279627721575,300.8760894010473,485.85146304956606,35,1.05908524433453,150,12,450,35,3642.605041650088
3497.5550118193837,294.8594384698263,528.529785231229,35,2.386051738645382,150,8,500,35,5095.311665597937
3871.61791888744,286.7738762343995,522.5188385471995,30,2.395010079749749,200,10,550,30,4639.965382170624
3074.7077923742463,305.0917244591677,453.9437002474128,30,1.4945682631213053,200,8,500,30,3523.5505422940846
3278.3765579242563,313.0208165989395,467.2943740231929,35,1.5861255215636398,100,12,550,35,4147.647767540486
2624.1980018876898,292.8759103048755,515.9335901734846,40,1.58374692477022,100,10,550,40,4616.19770746817
3404.7281641995824,227.9959909696524,516.4461003672177,25,1.7317202227113984,200,8,450,25,3210.422039689513
3083.9434210629647,242.68120785154008,465.025656639422,30,1.3208843057495765,200,10,500,30,3037.402773267174
2945.6825734347626,229.43685750592485,574.1866374769361,35,2.146018938498581,100,12,550,35,4472.078185310677
3598.858145815376,287.8345593189953,509.8157207953407,35,1.6155063915036565,150,8,550,35,4199.970658820879
2893.3960664497376,208.5540371005429,511.1891816475232,25,1.384627554363131,150,10,500,25,2722.8972499631864
2577.1387202263754,287.83815258089186,526.9869566752973,25,1.7366019244803677,200,10,500,25,3631.104433949204
3244.5493708018544,281.65173314514817,489.3561861675355,40,1.8987634528158668,150,8,550,40,4649.486824567662
3001.3658362254414,295.66612127683874,512.706987622332,40,1.574374610994661,100,10,550,40,4611.216328834406
2659.897379700658,206.23684397698904,484.1025957700076,40,1.884258076263138,100,10,550,40,3863.802087269824
2612.7066726037133,274.71949153220635,459.2870262612587,40,1.5167527827136924,200,10,450,40,4063.67883453963
3243.2369743092977,237.84678906045303,501.00124943487504,25,2.365616634367174,200,10,500,25,3882.1669065514047
3532.603594641604,246.1656357939724,567.8333980850706,35,1.410985900708885,150,8,450,35,3829.959200528723
3152.2410079056194,292.04568544840754,599.7261749407692,40,1.7576750777060115,150,8,550,40,5237.369481206468
2869.60304985866,334.69029401656053,501.94069218585616,25,2.438035980867633,150,10,500,25,4523.032062464899
3728.6534765113,321.4886630454349,451.17646858229256,25,1.258594214947679,100,8,500,25,3066.908840704079
2908.217705844944,254.7233705311698,469.8637445374415,35,2.019512696710952,200,12,550,35,4105.239384500503
3041.4608454100403,269.92723866913354,578.4536306562361,35,1.4708190602256477,200,10,550,35,4245.254216185535
3925.356030731204,253.79323729303871,559.1550525919145,35,1.282261969079377,200,12,500,35,3767.622464336819
3169.0086594369336,336.7008785117946,512.6970802117255,40,1.0124572616849945,150,8,450,40,4472.361869030006
2777.6993932579294,203.14011767401,503.5422125797231,40,2.455086040057104,100,8,450,40,4527.46641813759
3809.418753814613,208.532209666647,554.4760442081099,30,2.4540244216297378,150,10,500,30,4167.101265256734
3709.841721792175,305.31611811706887,567.6992930845283,25,1.8810501691862287,100,8,500,25,4044.100474990404
3488.175050066076,249.70283281044755,478.1874749484824,40,1.3014610491868597,100,12,550,40,3682.519133351173
3773.793477347979,259.3905839293925,474.2918201794214,40,2.175554483141463,200,12,500,40,4663.94075630436
2874.502013288779,313.4380687133652,516.8538826334577,35,1.1689107235589675,150,10,500,35,4031.7111090245808
2831.8141627294035,261.84195917474983,567.8879641145619,35,1.2919444708048369,200,8,450,35,3878.07532555524
3981.5020119949695,340.2094873232452,461.6848813278482,35,1.9194660123840408,100,12,500,35,4631.914974895779
3558.3627587735327,287.6814669889187,459.86634358961055,25,2.4348458928417536,150,8,500,25,4074.400193547776
3887.872476123499,345.39827184262685,474.0806928210947,40,1.5138981568271792,200,10,500,40,4759.228212317615
2770.863017691,256.675882059078,450.91167362336944,35,1.158363463329195,200,8,500,35,3221.4976908684257
3351.9178458289443,209.3055145443172,519.6650234567243,25,1.282520309934175,100,12,550,25,2628.026611539291
3873.232446382063,250.89579009643512,455.2241321898065,30,1.750742342614921,100,10,500,30,3461.702433340456
2550.9189678786984,275.8897481479338,590.3543944616433,35,2.189844517409983,150,8,500,35,5030.788617680683
3546.13040087026,224.2884509948321,499.819379455898,40,1.225230466275813,100,10,500,40,3440.6365447933185
2946.023511058826,298.7153327084738,551.8694839129772,35,1.989597298391136,200,12,450,35,4892.54275714794
3211.321324986196,260.10562502517,492.370597034148,30,1.7004991292998304,100,12,500,30,3616.150821100106
3793.06397648397,217.27192675928015,565.2783800153563,35,2.2180499395389908,200,10,500,35,4362.345194900822
3743.373211226016,258.0911617137262,562.5794270393997,25,1.0963528720861313,100,8,500,25,2914.847663236448
3394.40481772308,266.3050131396685,517.1883136124534,40,1.984224571754748,150,12,550,40,4695.800984428955
2845.0132559315543,297.2350203211769,485.71953309020125,25,2.282388484766607,150,8,500,25,4099.38897617325
2680.8503286659184,209.21694351961813,558.2233987218074,25,1.3790194416090236,150,10,550,25,2887.6351832055734
3009.812445652099,297.3148079239079,489.20459006957685,35,1.3173592097339537,200,10,450,35,3854.763055272141
3587.150157293142,343.1848893288216,586.5946633395927,30,2.2167343923812584,150,12,500,30,5229.085524899011
2598.0345111984134,222.71484715549448,453.7494395926885,35,2.1604549675086413,100,12,550,35,3921.014150735167
3309.236938563006,290.27101009181706,501.67233079947147,40,1.695744597724948,200,8,450,40,4560.435699031425
3686.0847472584455,287.260497113178,582.6121501362578,25,2.162241649981932,200,10,550,25,4203.055512232705
2978.128754398105,260.2192668633565,559.2319582111559,25,1.505994296655122,100,12,550,25,3334.0548255139884
3438.8370646555136,250.7126614049392,598.870902683305,40,1.9496602340765972,150,8,450,40,4948.567927196355
2849.439212130451,224.3991222658228,502.3669408416555,25,1.2289794700009105,200,10,450,25,2626.959040973347
2536.601172334807,310.1548514738328,555.1441098334624,30,2.245874987671677,100,10,500,30,4820.217638886483
3812.052509026299,282.85492067258514,546.7439498453002,35,2.2613334650672274,150,12,550,35,4982.973753043265
3698.174853660498,286.5472418626523,476.4523056480824,25,1.555005310862547,150,12,550,25,3276.88118747982
3996.9011658000063,251.82212805851685,490.0871685875809,40,1.4272005613743262,200,10,550,40,3904.329862414202
3026.0677231775653,320.4517822289481,532.1537891981942,40,2.367631498002216,150,10,450,40,5753.100568613423
3102.896370413863,211.8920426946788,503.1710861686518,25,1.0958847462879082,200,8,550,25,2436.3645670469587
3219.8134304558635,284.877584046987,496.3438556977391,25,2.072031174152431,150,8,450,25,3827.5367858730656
3441.258194827555,336.2027818132493,486.9040251634368,40,1.790948699693191,200,8,450,40,5077.133391850392
3810.515671279508,259.4468938247331,510.12082328555306,35,2.3513018416023685,200,10,550,35,4690.6644582636345
3606.373452383337,289.35197362422946,475.0494838806963,40,1.684158099275819,100,8,550,40,4424.603709221128
2858.165718652453,212.09231077544027,560.110687636505,25,1.308444213298422,150,12,450,25,2810.664386843602
2665.711169697092,340.93528835377487,525.323335522096,40,2.133564883738589,200,10,450,40,5703.860714384815
3031.9332364611646,313.2700426167794,547.2601510505118,35,1.677004049108933,200,10,500,35,4673.692579447234
2944.462180683985,324.2658006408486,451.1634354121376,30,1.3912126407891643,150,12,550,30,3579.065989429741
3981.5835846040472,324.2979359177434,497.7290232068067,35,2.306909361426092,200,12,500,35,5132.395407633077
3141.6597006037937,317.5204340073901,597.3041708551466,35,2.241221439635509,100,8,500,35,5593.420349594108
2827.3808317975963,218.65187621463056,544.8829204559833,25,1.2343920097170331,200,12,450,25,2762.738075172577
3679.517521623328,345.6410374406928,557.410951338232,40,1.3456329577215058,150,12,500,40,5188.488434176869
2634.116503468389,226.57302848339384,525.9841667586288,35,2.1156052224286683,150,10,500,35,4217.135508377715
3126.3711636773924,308.3099096305678,586.4183842627011,40,1.792087632838187,100,12,550,40,5404.847908413751
3818.677461343247,206.04282781669977,452.231808939168,35,1.6168410439474907,150,8,550,35,3228.65702193816
3917.098033437115,260.8134237708732,515.4924598626585,30,1.4031956442504665,100,8,550,30,3412.9224389854185
3201.1022668748046,277.4424948796511,466.2136952033177,25,2.49804772276193,100,12,550,25,4086.5960767640663
3420.117083816061,287.0967838864451,507.6471743271359,35,1.107565781327399,150,8,550,35,3658.575889430247
2750.550919138113,340.390587237284,462.3997265019343,25,1.06534102085863,200,8,450,25,3036.0592910374176
2847.507552075165,272.1916926828856,476.9743540008452,30,2.456608687941729,100,10,450,30,4427.645510906183
3914.097661202688,321.4512554398834,482.1460503593606,25,2.468857252479977,100,12,550,25,4399.843204393196
3474.469973488553,342.5799231431613,552.6509620650403,35,1.982391602158204,100,10,550,35,5337.768136805542
3411.6051923182886,203.30992230234364,533.8801764483953,25,2.320160000809607,150,8,500,25,3655.471952158952
3269.032766524763,347.37819083840577,515.947905985361,25,1.3209425962611931,150,8,450,25,3533.3044836897698
2764.7920480082626,322.15801689031423,530.1540726659288,30,1.214177275209347,200,8,550,30,3752.652425242804
2830.729313605263,242.0502128827119,475.0762890886287,30,1.1516877822724874,150,8,550,30,2891.734070553154
2779.657393216382,219.8269486630808,573.5248840265398,25,1.1683173088709091,200,10,550,25,2777.913339270352
3669.37671035013,265.97834595707525,579.9677335326357,25,1.859691884908847,200,10,450,25,3822.3924261575175
2586.7640148450946,257.1427767535213,555.1603900886197,25,1.5500007668119498,150,12,550,25,3351.5807569777703
3891.62842479282,335.36049141660123,485.5749939052698,30,1.2256728261598244,200,8,500,30,3655.64546697696
2760.842873829231,232.44991664462407,536.5784531422692,25,2.01855574813366,200,12,500,25,3558.620681924035
3544.0309270806883,323.07313767204124,495.1992074633689,40,1.8904102390737512,100,10,500,40,5103.829102414908
2730.8438595097828,323.951121642528,528.5968905093231,30,1.40101706823828,100,12,500,30,3955.408911918032
3723.749687485927,288.2000695144443,579.1607756734791,30,1.968874789608271,100,12,450,30,4479.851521435864
2836.660857754991,252.9654333407584,526.374162983656,30,2.4789579159255157,100,10,450,30,4471.2051603965365
2835.7264222339345,319.9675046668675,517.9448175637165,35,1.0735803588816908,100,12,500,35,3966.570027696591
2637.2302560966323,317.6608209819196,483.6386361890098,40,2.432334565013887,150,10,500,40,5508.728290030322
3816.1912939455706,289.784448982664,518.7824714611049,25,1.7250314545883485,150,8,450,25,3582.491070535138
2898.400063883059,262.12116023234995,454.3620709741156,35,1.4975353775100784,100,12,550,35,3572.538816297292
2694.2723819242065,343.6918789889206,532.6697528820976,40,1.2722464424062618,100,8,500,40,4919.195139817073
3833.1221198034655,281.1670737318267,480.4655738330447,25,1.366678315384993,200,12,500,25,3030.13392933618
3714.274112087317,293.84761841409147,559.9995558109857,35,2.369868429232474,200,8,500,35,5238.639651951028
3482.8629709585325,285.7411474224416,531.2281866561099,30,1.3479526782366786,150,10,550,30,3623.695021954979
3326.286055913709,227.7257596920537,573.6904967531237,40,1.1817078607733522,100,8,550,40,3818.5164113554015
3112.679819606048,290.6538979572157,597.5556336537685,40,1.7617930564239908,200,10,500,40,5246.596709701756
3585.1301705328774,234.0158937979469,599.3557347633886,25,1.462591887947719,150,8,500,25,3194.006797712734
2621.569323861472,212.01585899144035,517.00486312814,30,2.1725833989819394,100,10,550,30,3836.3408870102353
3524.888145489394,224.50501375976305,495.0571330497854,30,2.225290720811534,100,10,550,30,3879.576878203928
2614.1962892354504,227.6688576589825,576.0087466136398,30,1.450790135857744,150,8,500,30,3434.531339784807
3242.7197905209614,258.0060585565967,517.5634940110898,35,1.339496259605612,200,12,450,35,3671.538221264721
3388.6116769892765,259.6690161393647,506.1988496796813,35,1.6373018906020165,150,10,450,35,3962.10022396256
2900.542405254132,221.79900386307563,575.4790269594707,35,2.1666873706295355,100,10,450,35,4384.32926912242
3487.677751987638,210.6733518316865,462.1019602539832,35,1.3264988140989074,200,12,500,35,3021.0974142149016
3800.9413014397032,284.9027637331732,536.1048134533315,25,1.826995824538452,150,10,500,25,3722.314228672165
3562.544465072552,331.7050269266685,592.8049779713735,30,1.9081005579300163,100,12,500,30,4871.763280054385
3755.519992545508,283.681051349011,459.5084141744117,25,2.058253990994706,100,12,500,25,3704.1729869200126
3546.2071925039254,343.96865306072755,565.2583499930602,25,2.020320056400502,100,8,550,25,4437.4320430495045
3520.2111576404504,207.30422725998943,491.4657683899048,30,1.4384999669250738,100,10,500,30,2996.129283337913
3629.0749593364617,206.6098792355572,522.6556855203354,40,2.0222718031635067,100,12,500,40,4166.050134031949
2737.9076579396105,227.791527550031,478.35862428145504,30,1.5241714611754424,150,12,450,30,3168.206879764625
3821.306138798393,281.19051664125175,512.6516308130258,30,1.3189347844289696,150,10,500,30,3457.2342168036835
3807.765291617848,296.8358272141142,572.4218531429162,35,1.5615042305451097,150,8,550,35,4507.7200951805
2543.870924551839,206.83777369230032,460.10864266401154,35,1.4081262363669664,150,8,500,35,3054.4986937740828
3738.725125847144,341.89563347683986,575.2944058043389,25,1.1324690818278669,100,10,450,25,3575.396999465578
2693.304801210168,326.3248064975572,537.6672535704138,30,2.2452083534149803,200,10,450,30,4892.010792654775
3002.678281388713,244.491872323564,472.1512314694962,40,2.2796670837355544,100,10,500,40,4562.485201714001
3615.262384437412,211.57812953397016,500.8055339144909,25,1.3296254502503193,200,10,500,25,2661.494902683083
3726.950536178593,219.0416620632459,595.8993249346936,25,2.1082411560267693,200,12,500,25,3768.719662332792
3748.201266936613,218.492566894842,516.837790762599,25,1.3172929387951204,150,12,450,25,2719.020857628021
2930.557199762369,253.7209574793717,505.8286084397644,30,1.3394043771376527,200,12,450,30,3291.557136773927
3447.7202905250024,342.34710005705017,462.50605988195065,30,1.3106272373315655,150,10,500,30,3690.640808171597
3451.008554649417,257.3209212248854,459.5746520082915,30,1.2013576286406151,200,8,500,30,3024.895280075219
2660.470958240437,200.6281165441937,522.2858392450844,35,1.983390926867259,150,8,550,35,3795.8884142213046
3641.541853753042,300.5651500695376,478.6427790669501,30,1.813144763797478,200,10,550,30,4007.0471188717297
3012.808249058029,273.4466114048049,497.9519769158314,35,2.210072152067091,200,12,550,35,4600.726191372937
3905.842730854677,226.56233830959349,553.0793331785297,25,1.5636390217059444,150,8,450,25,3116.9113071397896
3531.82858345122,214.7636283652053,538.1023083030022,35,2.4737239765916605,100,10,550,35,4476.178439475466
2601.755588657758,343.50806508340247,538.3282329698143,35,1.998107188957381,150,10,500,35,5230.3831533698085
2951.4453504202243,289.90395875632487,529.081335869007,40,2.43482336309381,150,10,500,40,5502.210438798788
3562.2581329679224,309.2984426354904,517.3463559174672,25,1.3021697224686908,150,10,550,25,3304.131120108561
2601.0259022031573,247.30456148991763,469.24797884454375,40,2.2959355421725345,150,10,450,40,4644.216968795535
3373.25569026441,258.9720694241023,510.5695408767788,40,1.482028458722838,100,10,550,40,4130.182137431114
3431.373276651216,214.5448506448137,505.36610566419614,30,1.236533008109721,200,12,550,30,2891.8047768406477
2568.613050718769,226.8547456162376,544.4694263842193,35,1.77450972825749,150,12,550,35,3930.002245911505
3807.305209228564,319.62710679447287,475.0895900960976,35,2.189266800755683,100,10,500,35,4811.1582049759545
3624.477747614387,271.2634809300152,510.7005125405206,40,2.4795336932586114,200,12,550,40,5268.798008524164
2695.129360195948,338.3651425484187,523.2002996574772,35,1.63796222545173,100,10,500,35,4722.690993146303
3637.394793893534,210.91024216680023,567.7418999656356,35,1.9061081508985955,200,12,500,35,4033.576191930288
2533.185327293496,252.49067803560712,542.4430768463964,30,2.26331512031539,100,12,500,30,4296.000324596021
2985.415328724312,317.3638718319182,490.3389560473345,30,1.9722520734693152,200,10,450,30,4267.3922905953805
3232.9647856069987,348.8771930242957,570.7091226695197,30,1.6060301542942204,150,8,500,30,4596.41510079533
3655.61112671169,236.10057721357296,481.9530270739052,25,1.0242543099317796,100,8,450,25,2456.564211603626
3524.9430649097576,331.1461001205621,479.4074570994918,30,1.887503230890256,150,12,500,30,4284.066317566066
3168.8540595651225,324.5934140647687,494.46927036022726,25,1.0189867427262431,200,8,550,25,3009.699476201338
2910.4399994224987,233.698609646265,537.3288387856086,30,1.0018054208635268,150,8,550,30,2872.5250817483707
3995.686750236567,259.8998870298834,591.1726197071152,35,1.924147843224032,100,8,500,35,4575.15018683138
2745.435731787504,227.13378520683477,584.3875843518347,35,1.979907348749116,100,12,550,35,4288.50358324316
3692.214323124894,319.8736956657173,482.4689063795515,25,1.0805457819090614,100,12,500,25,3016.222691315952
3540.523338672233,250.1289071259665,503.72575364173406,30,1.4701083422118346,200,8,550,30,3366.3288493958594
2831.154419183141,309.63055186642407,470.6059003986822,40,1.2241478532130283,150,12,450,40,4124.946729797354
3520.7489531120696,286.753964467481,542.0223446046666,30,1.9926477320910936,200,12,550,30,4353.614229373602
3481.766821421703,324.89176599891965,536.8061612721467,25,2.0817037803985654,100,8,450,25,4256.188824470007
2726.58683767135,208.9425988016989,559.4603452263796,40,1.1180254854128466,100,10,550,40,3477.767858883464
